ID,X,Y,Z
350,1.522081,1.201982,0
351,1.462217,1.265399,0
352,1.398303,1.332379,0
353,1.330885,1.398503,0
354,1.262688,1.461112,0
355,1.198106,1.519783,0
356,1.766429,1.082778,0
357,1.368164,0.499969,0
358,1.515898,0.55728,0
359,1.649886,0.646393,0
360,1.763272,0.762294,0
361,1.849587,0.898489,0
362,1.903629,1.047442,0
363,1.120111,0.738821,0
364,1.090474,0.632578,0
365,1.059113,0.494259,0
366,1.028419,0.783339,0
367,0.97214,0.67891,0
368,0.908263,0.546668,0
369,0.939004,0.847489,0
370,0.861453,0.751401,0
371,0.769542,0.632459,0
372,0.857967,0.926286,0
373,0.764671,0.845221,0
374,0.649917,0.747869,0
375,0.791097,1.014204,0
376,0.688307,0.954366,0
377,0.558056,0.885562,0
378,0.743799,1.105157,0
379,0.638072,1.072288,0
380,0.500192,1.036456,0
381,0.741873,1.283331,0
382,0.635587,1.314693,0
383,0.497336,1.349729,0
384,0.786818,1.374828,0
385,0.682737,1.432598,0
386,0.55116,1.499251,0
387,0.851078,1.463676,0
388,0.755522,1.542263,0
389,0.637663,1.636192,0
390,0.929645,1.543975,0
391,0.848912,1.637681,0
392,0.751872,1.752939,0
393,1.017163,1.610215,0
394,0.957336,1.713001,0
395,0.887971,1.843007,0
396,1.107735,1.657139,0
397,1.074678,1.762729,0
398,1.038282,1.900371,0
399,1.28541,1.658963,0
400,1.31623,1.765108,0
401,1.350297,1.903171,0
402,1.376783,1.613985,0
403,1.433892,1.71805,0
404,1.499272,1.849693,0
405,1.465627,1.549576,0
406,1.543511,1.645267,0
407,1.635653,1.763849,0
408,1.546053,1.470674,0
409,1.639344,1.551367,0
410,1.753861,1.64843,0
411,1.612378,1.382765,0
412,1.714944,1.442274,0
413,1.844696,1.51083,0
414,1.65925,1.291919,0
415,1.764605,1.324503,0
416,1.901814,1.360053,0
417,1.581719,1.148301,0
418,1.53304,1.0781,0
419,1.47217,1.003876,0
420,1.402979,0.932919,0
421,1.330346,0.870228,0
422,1.261455,0.819844,0
423,0.822524,1.140669,0
424,0.873102,1.071036,0
425,0.936256,0.997655,0
426,1.00783,0.927914,0
427,1.082653,0.866817,0
428,1.153293,0.818234,0
429,1.209036,0.719993,0
430,1.211028,0.616978,0
431,1.214139,0.478323,0
432,0.821314,1.24934,0
433,0.870104,1.319796,0
434,0.93121,1.394257,0
435,1.00077,1.465393,0
436,1.073867,1.528163,0
437,1.143224,1.578496,0
438,0.722446,1.194114,0
439,0.618934,1.193546,0
440,0.479466,1.193653,0
441,1.680319,1.203175,0
442,1.783334,1.203522,0
443,1.921947,1.203098,0
444,1.251656,1.579634,0
445,1.322072,1.530759,0
446,1.396538,1.469466,0
447,1.467705,1.399629,0
448,1.530468,1.326238,0
449,1.580715,1.25666,0
450,1.196395,1.678368,0
451,1.195401,1.78171,0
452,1.194414,1.920924,0
453,0.788867,1.194701,0
454,1.197088,1.612066,0
455,1.614143,1.20272,0
456,1.207923,0.786119,0
457,6.029245,0.747317,0
458,5.917041,0.675699,0
459,5.797754,0.630792,0
460,6.150953,1.103472,0
461,6.102784,1.01179,0
462,6.034778,0.923497,0
463,5.952556,0.844789,0
464,5.86212,0.781175,0
465,5.769762,0.737538,0
466,5.685005,0.877835,0
467,5.622779,0.938315,0
468,5.557018,1.00251,0
469,5.492018,1.06989,0
470,5.430321,1.137804,0
471,5.372292,1.20195,0
472,5.750266,0.935806,0
473,5.687923,1.001979,0
474,5.623711,1.067923,0
475,5.559395,1.134474,0
476,5.495807,1.200767,0
477,5.432047,1.265089,0
478,5.819271,0.99798,0
479,5.754946,1.065906,0
480,5.690532,1.132723,0
481,5.626038,1.199314,0
482,5.561472,1.265708,0
483,5.495942,1.33193,0
484,5.887556,1.063959,0
485,5.822034,1.130934,0
486,5.757397,1.197715,0
487,5.692755,1.264334,0
488,5.628099,1.330815,0
489,5.563432,1.398055,0
490,5.952314,1.131059,0
491,5.888233,1.196147,0
492,5.824261,1.262861,0
493,5.759483,1.329481,0
494,5.69474,1.395152,0
495,5.631774,1.460748,0
496,6.012928,1.194793,0
497,5.954322,1.259713,0
498,5.891946,1.3281,0
499,5.826171,1.395591,0
500,5.759586,1.459546,0
501,5.696519,1.519514,0
502,6.127796,0.840968,0
503,6.205883,0.950737,0
504,6.257455,1.070059,0
505,5.826235,0.491718,0
506,5.978686,0.541863,0
507,6.119784,0.626243,0
508,6.242082,0.741249,0
509,6.336576,0.879809,0
510,6.396665,1.033536,0
511,5.593027,0.742303,0
512,5.558138,0.638049,0
513,5.51845,0.502532,0
514,5.504121,0.789959,0
515,5.443561,0.688835,0
516,5.373265,0.561265,0
517,5.418463,0.856324,0
518,5.338035,0.76413,0
519,5.242083,0.650719,0
520,5.341539,0.936264,0
521,5.246957,0.858852,0
522,5.131057,0.766225,0
523,5.278492,1.024411,0
524,5.175737,0.967408,0
525,5.04651,0.9015,0
526,5.23425,1.115003,0
527,5.129392,1.083994,0
528,4.993501,1.04948,0
529,5.235927,1.291259,0
530,5.131304,1.323194,0
531,4.99526,1.35753,0
532,5.28244,1.381577,0
533,5.180165,1.439914,0
534,5.050553,1.505849,0
535,5.348458,1.469358,0
536,5.255039,1.548853,0
537,5.139789,1.643325,0
538,5.428825,1.548519,0
539,5.350686,1.643372,0
540,5.257418,1.760057,0
541,5.517895,1.613381,0
542,5.460953,1.71718,0
543,5.396004,1.848446,0
544,5.609532,1.658687,0
545,5.579412,1.764862,0
546,5.547704,1.903205,0
547,5.787158,1.656997,0
548,5.820647,1.762712,0
549,5.858192,1.900493,0
550,5.877514,1.610349,0
551,5.937406,1.713562,0
552,6.006809,1.844311,0
553,5.964877,1.544435,0
554,6.045493,1.639,0
555,6.141901,1.756,0
556,6.043485,1.464289,0
557,6.139081,1.544031,0
558,6.256658,1.640257,0
559,6.107957,1.375273,0
560,6.212417,1.434245,0
561,6.344343,1.503402,0
562,6.153163,1.283251,0
563,6.260186,1.315512,0
564,6.399525,1.352545,0
565,6.071808,1.139447,0
566,6.020627,1.069416,0
567,5.956694,0.995816,0
568,5.884295,0.926139,0
569,5.808725,0.865388,0
570,5.737526,0.817351,0
571,5.312861,1.148639,0
572,5.36103,1.078764,0
573,5.421194,1.004736,0
574,5.489555,0.933768,0
575,5.561345,0.870833,0
576,5.629515,0.820012,0
577,5.680674,0.719759,0
578,5.677098,0.616892,0
579,5.671215,0.478489,0
580,5.314,1.25633,0
581,5.364069,1.325606,0
582,5.42672,1.398886,0
583,5.497907,1.468815,0
584,5.572519,1.530316,0
585,5.643101,1.579366,0
586,5.215005,1.203223,0
587,5.112855,1.20361,0
588,4.975695,1.203605,0
589,6.172707,1.193269,0
590,6.277115,1.192987,0
591,6.418084,1.194121,0
592,5.751534,1.578275,0
593,5.820733,1.528058,0
594,5.893688,1.465409,0
595,5.963193,1.394288,0
596,6.024339,1.319663,0
597,6.073231,1.248873,0
598,5.698612,1.678148,0
599,5.700334,1.781527,0
600,5.703392,1.920805,0
601,5.280723,1.202734,0
602,5.697743,1.611833,0
603,6.105799,1.193851,0
604,5.682585,0.7858,0
605,2.428805,1.271972,0
606,5.273233,3.199669,0
607,2.199987,0.375123,0
608,2.559858,0.365957,0
609,3.29627,2.358791,0
610,4.978826,6.564792,0
611,5.463232,3.775445,0
612,6.180437,2.499932,0
613,2.573828,1.57223,0
614,3.181375,1.36044,0
615,3.548729,0.435894,0
616,3.868116,0.659582,0
617,1.587861,6.664767,0
618,2.01958,6.551446,0
619,3.14292,6.576094,0
620,2.880219,6.738159,0
621,0.824802,4.259679,0
622,1.549671,3.473477,0
623,1.569506,3.835045,0
624,1.417819,4.297468,0
625,1.591461,4.178871,0
626,0.178079,2.888973,0
627,1.363828,3.628449,0
628,2.074105,2.300263,0
629,3.128945,1.862804,0
630,1.28302,2.619352,0
631,2.708975,2.130815,0
632,1.205832,4.111759,0
633,2.70062,2.38359,0
634,2.125392,3.529118,0
635,1.666861,2.430399,0
636,2.312689,3.530233,0
637,1.807736,4.744362,0
638,1.899972,2.736702,0
639,1.315394,2.935383,0
640,0.865772,2.424057,0
641,3.854617,3.076342,0
642,2.415828,0.746025,0
643,1.17818,3.778214,0
644,4.075462,1.615104,0
645,2.654823,0.812497,0
646,3.532353,1.618674,0
647,5.088302,2.2317,0
648,0.523487,2.63353,0
649,0.395692,3.905832,0
650,0.173262,2.686418,0
651,1.047288,4.409903,0
652,1.579651,4.009233,0
653,2.498221,2.643977,0
654,0.404936,4.097557,0
655,2.047051,2.089198,0
656,1.612876,2.141484,0
657,1.560028,3.656114,0
658,0.209861,4.304247,0
659,4.451102,2.896524,0
660,0.342448,2.563691,0
661,3.267408,3.295969,0
662,5.954191,2.525925,0
663,4.554979,6.574246,0
664,3.747369,6.576006,0
665,4.151379,6.575763,0
666,5.410325,4.527579,0
667,5.443454,4.146562,0
668,5.95282,4.684307,0
669,6.420755,4.239232,0
670,5.739939,4.656924,0
671,6.640912,4.716268,0
672,6.426108,3.843359,0
673,4.603917,3.543813,0
674,4.929077,1.91765,0
675,6.163158,2.324976,0
676,5.953173,3.61632,0
677,4.777569,1.719254,0
678,5.510975,2.682428,0
679,5.509629,2.35939,0
680,3.66889,2.839585,0
681,5.077475,2.604647,0
682,6.429811,3.446998,0
683,5.510503,2.516258,0
684,4.048781,3.085145,0
685,5.2936,2.47747,0
686,4.665228,2.240407,0
687,5.964011,2.873401,0
688,5.080806,2.416872,0
689,4.057808,2.858522,0
690,3.652784,3.298525,0
691,6.191055,3.630311,0
692,3.863094,2.84704,0
693,4.232502,3.316089,0
694,4.129265,0.4306,0
695,3.884794,2.126083,0
696,4.697788,1.029643,0
697,3.94269,1.123277,0
698,3.152978,1.609934,0
699,3.348642,0.432222,0
700,5.958001,3.428256,0
701,3.878223,2.372931,0
702,3.05875,0.86856,0
703,4.076739,1.876701,0
704,3.474807,2.835617,0
705,6.196096,3.24598,0
706,0.919846,2.895572,0
707,3.307652,2.113679,0
708,6.40228,4.639538,0
709,6.16178,4.746983,0
710,4.243839,3.097313,0
711,6.430833,3.24883,0
712,5.925894,2.213809,0
713,2.901444,2.368798,0
714,2.286298,2.208404,0
715,0.159621,2.06129,0
716,4.473346,0.849492,0
717,3.491776,0.659883,0
718,2.765801,1.59094,0
719,1.040884,2.324191,0
720,2.119831,3.316716,0
721,4.065602,2.626308,0
722,2.710709,0.597866,0
723,4.270686,1.098693,0
724,0.693956,2.52487,0
725,0.322265,2.178946,0
726,4.411614,3.537899,0
727,6.665272,3.045744,0
728,1.767837,4.056402,0
729,2.088974,2.504268,0
730,1.400978,4.138438,0
731,5.735195,2.870492,0
732,5.054263,3.177599,0
733,6.430647,3.050977,0
734,2.113971,3.110181,0
735,0.321858,1.757447,0
736,1.822399,4.905665,0
737,5.525938,4.672626,0
738,5.268145,4.701989,0
739,4.545964,1.28646,0
740,3.811176,0.890724,0
741,2.610914,1.305853,0
742,1.270821,4.559111,0
743,1.754913,3.692703,0
744,0.99294,3.930463,0
745,5.077763,4.862858,0
746,2.676605,6.737781,0
747,3.393611,6.41336,0
748,5.151359,6.699234,0
749,4.916065,6.744033,0
750,2.379763,0.341878,0
751,2.264933,0.555319,0
752,2.527377,0.553478,0
753,2.358401,6.571502,0
754,2.743297,6.575332,0
755,5.641651,6.748265,0
756,5.392673,6.71217,0
757,1.319202,6.730942,0
758,3.344003,6.576148,0
759,6.183024,4.201901,0
760,5.722593,3.417011,0
761,2.689194,3.526935,0
762,3.085992,2.837531,0
763,0.821861,2.140291,0
764,1.386942,3.973154,0
765,0.221486,4.513171,0
766,6.423822,4.041249,0
767,4.825639,3.353171,0
768,5.942844,2.364327,0
769,5.066047,2.985544,0
770,0.968903,3.585137,0
771,0.558035,3.175292,0
772,0.873701,4.571374,0
773,0.241872,4.733449,0
774,5.96412,3.055456,0
775,3.870982,2.613021,0
776,4.45254,1.886151,0
777,6.411334,2.459888,0
778,3.287672,2.599162,0
779,1.775318,4.233677,0
780,0.5947,3.912328,0
781,1.374887,3.802736,0
782,5.49889,3.218198,0
783,2.569956,0.183102,0
784,3.556052,1.371603,0
785,5.291756,2.650852,0
786,4.075903,2.136161,0
787,4.253568,2.874793,0
788,5.510168,2.213673,0
789,6.428123,3.64525,0
790,5.194542,4.134278,0
791,5.452693,3.960942,0
792,5.215996,3.762203,0
793,5.203706,3.948194,0
794,1.928321,3.314529,0
795,0.761526,3.386416,0
796,1.643079,2.279685,0
797,0.20248,4.100313,0
798,3.080677,3.06875,0
799,3.274028,3.066822,0
800,0.980336,3.759193,0
801,0.843844,2.279224,0
802,0.20608,5.245942,0
803,2.310528,3.31391,0
804,0.435595,4.480024,0
805,5.960945,2.696295,0
806,3.344077,1.615241,0
807,4.843739,3.154439,0
808,2.161358,0.189441,0
809,2.365801,0.175862,0
810,4.871774,2.336829,0
811,6.428407,2.853544,0
812,6.422769,2.656616,0
813,5.157854,4.505064,0
814,5.432127,4.333782,0
815,5.18235,4.320556,0
816,6.663287,3.865889,0
817,6.665239,3.456146,0
818,5.734342,2.69752,0
819,6.664422,3.660992,0
820,3.467419,3.067411,0
821,3.644659,3.524692,0
822,3.845769,3.302397,0
823,4.028944,3.529356,0
824,4.863629,2.752669,0
825,6.659098,4.2783,0
826,6.661709,4.071201,0
827,2.931243,1.861707,0
828,2.500787,3.089674,0
829,3.147208,0.424653,0
830,2.959776,1.60229,0
831,2.99047,1.348651,0
832,3.682129,0.661517,0
833,1.910592,2.924439,0
834,2.501214,3.309042,0
835,1.724195,3.117824,0
836,0.584748,3.728886,0
837,0.946276,3.235713,0
838,2.878645,3.525139,0
839,1.669448,4.804586,0
840,1.685415,2.591168,0
841,4.427121,3.32622,0
842,6.195201,2.866578,0
843,4.220515,3.53311,0
844,5.282871,3.013426,0
845,0.671326,4.613336,0
846,3.252652,0.881958,0
847,3.501489,2.115523,0
848,1.869031,2.375383,0
849,2.695504,2.854253,0
850,2.517406,1.869222,0
851,4.464113,2.182277,0
852,5.03566,3.369814,0
853,6.415101,4.43825,0
854,6.690616,5.236133,0
855,6.653638,4.491145,0
856,2.88346,3.299888,0
857,3.09987,2.36131,0
858,0.957784,3.41006,0
859,6.633236,2.19133,0
860,4.880798,2.109728,0
861,1.918559,6.717417,0
862,2.421493,6.410268,0
863,3.291816,6.738375,0
864,1.908238,6.365425,0
865,4.799598,3.551104,0
866,6.13451,2.159514,0
867,5.258878,3.387453,0
868,4.185974,6.413033,0
869,4.35304,6.575381,0
870,4.580479,6.41102,0
871,4.383358,6.412624,0
872,0.64292,4.445637,0
873,2.692139,3.304018,0
874,2.912292,2.119222,0
875,4.659285,2.710034,0
876,5.305015,2.156888,0
877,5.725092,2.376481,0
878,3.788751,6.413228,0
879,3.949377,6.575896,0
880,3.987355,6.413135,0
881,5.947948,4.52191,0
882,4.653066,1.901063,0
883,5.69602,4.154845,0
884,4.759456,6.571137,0
885,4.989281,6.359941,0
886,4.776616,6.403489,0
887,1.750499,0.213999,0
888,2.003406,0.417015,0
889,1.955511,0.206554,0
890,1.790362,6.483629,0
891,2.240058,6.40613,0
892,3.102054,0.643094,0
893,4.393276,0.638617,0
894,5.730887,2.532217,0
895,5.733389,3.049229,0
896,5.72906,3.231943,0
897,6.593544,1.928565,0
898,4.564858,1.054576,0
899,4.224186,0.647155,0
900,3.443101,0.88945,0
901,4.411739,1.583803,0
902,2.25762,1.234611,0
903,2.436913,1.019913,0
904,2.197644,0.789898,0
905,2.249261,1.008086,0
906,1.886776,2.553466,0
907,1.025493,4.257609,0
908,0.77176,3.565247,0
909,0.158991,1.833623,0
910,3.085721,6.738334,0
911,2.180082,6.565207,0
912,2.281294,6.73454,0
913,2.298725,2.672458,0
914,1.218208,2.214187,0
915,1.491267,4.730061,0
916,1.761308,3.877549,0
917,2.887358,3.073259,0
918,2.389661,1.536655,0
919,2.225174,1.469204,0
920,0.463775,4.671981,0
921,1.538631,3.291865,0
922,4.855883,2.954461,0
923,3.111501,2.114479,0
924,0.508947,2.456868,0
925,2.107322,2.907148,0
926,0.536506,2.811992,0
927,3.260219,3.523392,0
928,1.700403,2.760166,0
929,1.75231,6.696225,0
930,2.094524,6.729058,0
931,6.193959,3.437956,0
932,6.74531,1.245677,0
933,6.728979,1.459066,0
934,5.288687,2.830021,0
935,6.175738,4.570462,0
936,3.746169,0.436485,0
937,2.748993,0.392808,0
938,3.370307,1.36784,0
939,4.440496,3.113114,0
940,1.245211,4.418864,0
941,0.15325,1.25805,0
942,1.418375,2.195746,0
943,0.807733,4.092237,0
944,5.696475,4.332041,0
945,3.491106,2.360023,0
946,6.187999,3.822258,0
947,1.241678,2.33897,0
948,1.462632,4.59342,0
949,6.745502,5.654897,0
950,6.73033,5.447479,0
951,3.939826,0.434527,0
952,4.314461,0.425809,0
953,3.890924,1.873575,0
954,5.109646,2.060207,0
955,4.084565,1.359887,0
956,2.303594,2.887388,0
957,4.247654,1.34482,0
958,5.100188,6.490102,0
959,5.245163,6.612155,0
960,0.352105,2.754113,0
961,0.154317,5.668835,0
962,0.167951,5.45904,0
963,2.475986,6.736845,0
964,2.610595,6.412025,0
965,2.942392,6.575847,0
966,4.115867,6.73812,0
967,3.704313,6.738279,0
968,3.910142,6.738198,0
969,2.804681,6.412764,0
970,1.884992,6.525913,0
971,4.266672,2.40687,0
972,5.296892,2.311731,0
973,6.345834,2.068989,0
974,3.323258,1.864958,0
975,2.69406,3.080342,0
976,0.622211,4.271789,0
977,1.263473,2.474204,0
978,4.525978,6.737638,0
979,4.321302,6.737952,0
980,2.547583,6.574198,0
981,0.933799,3.063733,0
982,2.49739,2.409422,0
983,1.784126,4.408326,0
984,1.00767,4.097193,0
985,0.197285,3.897832,0
986,5.948326,3.803898,0
987,6.185272,4.01304,0
988,3.660909,3.070533,0
989,0.163393,2.273844,0
990,0.793937,3.919629,0
991,1.32889,3.103592,0
992,0.726034,2.859292,0
993,1.643974,4.65571,0
994,6.650827,2.416217,0
995,6.685914,1.675545,0
996,6.66562,3.251149,0
997,6.710435,6.080075,0
998,6.738135,5.86964,0
999,6.708772,0.81286,0
1000,6.73759,1.026598,0
1001,0.256394,0.420968,0
1002,0.499054,0.226011,0
1003,0.234767,0.213937,0
1004,6.649222,6.473122,0
1005,6.423978,6.668688,0
1006,6.673601,6.683859,0
1007,6.011555,6.724923,0
1008,6.210105,6.693192,0
1009,0.189704,0.819448,0
1010,0.161622,1.032258,0
1011,1.347304,0.160678,0
1012,0.933367,0.169052,0
1013,1.139779,0.154624,0
1014,0.723666,0.199631,0
1015,6.396824,0.224093,0
1016,6.642385,0.417961,0
1017,6.664661,0.213645,0
1018,0.481446,6.672015,0
1019,0.252319,6.480445,0
1020,0.227153,6.68642,0
1021,5.111778,4.68261,0
1022,5.818846,6.744455,0
1023,4.727453,6.73786,0
1024,0.900028,6.726308,0
1025,0.698369,6.695806,0
1026,0.192179,6.092863,0
1027,0.163357,5.883547,0
1028,3.545544,6.576101,0
1029,3.498064,6.738347,0
1030,1.100959,2.760177,0
1031,2.500673,3.52891,0
1032,2.13816,1.720265,0
