ID,X,Y,Z
134,0,34.629435,0
135,0,8.95321,0
136,0,9.88073,0
137,0,10.793648,0
138,0,11.727047,0
139,0,12.688227,0
140,0,13.653477,0
141,0,14.609897,0
142,0,15.553184,0
143,0,34.15887,0
144,0,33.229891,0
145,0,32.285556,0
146,0,31.327071,0
147,0,30.391739,0
148,0,29.445543,0
149,0,28.507966,0
150,0,27.532326,0
151,0,26.562881,0
152,0,25.621116,0
153,0,24.667372,0
154,0,23.732816,0
155,0,22.77794,0
156,0,21.809949,0
157,0,20.841166,0
158,0,19.88201,0
159,0,18.925326,0
160,0,17.953661,0
161,0,16.973145,0
162,0,16.020975,0
163,0,15.085392,0
164,0,14.134401,0
165,0,13.172553,0
166,0,12.203901,0
167,0,11.250193,0
168,0,10.337103,0
169,0,9.424358,0
170,0,8.482061,0
171,0,7.547294,0
172,0,6.595899,0
173,0,5.67849,0
174,0,4.729973,0
175,0,3.763504,0
176,0,2.805124,0
177,0,1.866789,0
178,0,0.938964,0
179,21.6,9.004932,0
180,21.6,17.652831,0
181,21.6,16.677695,0
182,21.6,15.713778,0
183,21.6,14.756875,0
184,21.6,13.79423,0
185,21.6,12.826835,0
186,21.6,11.866365,0
187,21.6,10.922024,0
188,21.6,9.96938,0
189,21.6,18.61785,0
190,21.6,8.043027,0
191,21.6,7.07247,0
192,21.6,6.11657,0
193,21.6,5.175818,0
194,21.6,4.236097,0
195,21.6,3.290126,0
196,21.6,2.339752,0
197,21.6,1.404134,0
198,21.6,27.090114,0
199,21.6,34.631021,0
200,21.6,33.698581,0
201,21.6,32.766481,0
202,21.6,31.819157,0
203,21.6,30.857629,0
204,21.6,29.900596,0
205,21.6,28.966796,0
206,21.6,28.029035,0
207,21.6,0.47006,0
208,21.6,26.160845,0
209,21.6,25.23594,0
210,21.6,24.324359,0
211,21.6,23.390677,0
212,21.6,22.424277,0
213,21.6,21.453833,0
214,21.6,20.499456,0
215,21.6,19.560487,0
216,21.6,0.94012,0
217,21.6,1.868149,0
218,21.6,2.811355,0
219,21.6,3.768898,0
220,21.6,4.703297,0
221,21.6,5.64834,0
222,21.6,6.584799,0
223,21.6,7.560141,0
224,21.6,8.525912,0
225,21.6,9.483952,0
226,21.6,10.454809,0
227,21.6,11.389239,0
228,21.6,12.343491,0
229,21.6,13.310179,0
230,21.6,14.278281,0
231,21.6,15.235469,0
232,21.6,16.192086,0
233,21.6,17.163304,0
234,21.6,18.142357,0
235,21.6,19.093343,0
236,21.6,20.027631,0
237,21.6,20.971281,0
238,21.6,21.936384,0
239,21.6,22.912169,0
240,21.6,23.869184,0
241,21.6,24.779534,0
242,21.6,25.692347,0
243,21.6,26.629342,0
244,21.6,27.550886,0
245,21.6,28.507184,0
246,21.6,29.426408,0
247,21.6,30.374785,0
248,21.6,31.340474,0
249,21.6,32.297841,0
250,21.6,33.235121,0
251,21.6,34.162042,0
252,9.767058,35.1,0
253,20.204507,35.1,0
254,19.272227,35.1,0
255,18.322024,35.1,0
256,17.356158,35.1,0
257,16.389851,35.1,0
258,15.446882,35.1,0
259,14.506664,35.1,0
260,13.548721,35.1,0
261,12.585687,35.1,0
262,11.639905,35.1,0
263,10.708798,35.1,0
264,21.13271,35.1,0
265,8.817431,35.1,0
266,7.878372,35.1,0
267,6.946286,35.1,0
268,6.037391,35.1,0
269,5.146329,35.1,0
270,4.232432,35.1,0
271,3.293218,35.1,0
272,2.337514,35.1,0
273,1.395418,35.1,0
274,0.466843,35.1,0
275,20.665421,35.1,0
276,19.743594,35.1,0
277,18.80086,35.1,0
278,17.843189,35.1,0
279,16.869128,35.1,0
280,15.910575,35.1,0
281,14.98319,35.1,0
282,14.030138,35.1,0
283,13.067304,35.1,0
284,12.104069,35.1,0
285,11.175741,35.1,0
286,10.241856,35.1,0
287,9.292261,35.1,0
288,8.342602,35.1,0
289,7.414141,35.1,0
290,6.478431,35.1,0
291,5.596351,35.1,0
292,4.696307,35.1,0
293,3.768557,35.1,0
294,2.81788,35.1,0
295,1.857149,35.1,0
296,0.933686,35.1,0
297,2.616356,2.178896,0
298,2.031493,2.669719,0
299,1.262345,2.521753,0
300,0.900138,1.815755,0
301,1.237092,1.097764,0
302,2.008769,0.924548,0
303,2.613268,1.414519,0
304,2.380972,2.487365,0
305,1.637604,2.685227,0
306,0.998297,2.208989,0
307,0.984472,1.419325,0
308,1.605921,0.921175,0
309,2.369787,1.103335,0
310,2.610328,6.691622,0
311,2.006021,7.176102,0
312,1.260699,7.020524,0
313,0.90103,6.34304,0
314,1.212952,5.617816,0
315,1.981301,5.41845,0
316,2.607204,5.901977,0
317,2.359182,7.005206,0
318,1.613708,7.180509,0
319,1.007701,6.726922,0
320,0.970539,5.950723,0
321,1.578277,5.427739,0
322,2.347951,5.586032,0
323,7.107072,2.19829,0
324,6.474329,2.682955,0
325,5.717644,2.486194,0
326,5.400007,1.796401,0
327,5.725299,1.107383,0
328,6.480303,0.918246,0
329,7.106939,1.401442,0
330,6.847477,2.514331,0
331,6.065093,2.668803,0
332,5.480963,2.173067,0
333,5.483973,1.420395,0
334,6.07746,0.927947,0
335,6.847002,1.085305,0
336,5.667817,4.35,0
337,6.413034,4.35,0
338,7.172058,4.35,0
339,7.926841,4.35,0
340,6.035633,4.35,0
341,6.790434,4.35,0
342,7.553682,4.35,0
343,8.3,4.816379,0
344,8.3,13.183635,0
345,8.3,12.249361,0
346,8.3,11.319455,0
347,8.3,10.405388,0
348,8.3,9.491735,0
349,8.3,8.565239,0
350,8.3,7.63115,0
351,8.3,6.685891,0
352,8.3,5.746284,0
353,8.3,5.282759,0
354,8.3,6.209809,0
355,8.3,7.161974,0
356,8.3,8.100326,0
357,8.3,9.030151,0
358,8.3,9.953319,0
359,8.3,10.857456,0
360,8.3,11.781454,0
361,8.3,12.717269,0
362,7.925886,13.65,0
363,7.17382,13.65,0
364,6.424926,13.65,0
365,5.676991,13.65,0
366,7.551772,13.65,0
367,6.795868,13.65,0
368,6.053983,13.65,0
369,5.3,13.206762,0
370,5.3,4.780875,0
371,5.3,5.63339,0
372,5.3,6.446881,0
373,5.3,7.259164,0
374,5.3,8.106601,0
375,5.3,8.979647,0
376,5.3,9.843691,0
377,5.3,10.639944,0
378,5.3,11.434642,0
379,5.3,12.307305,0
380,5.3,12.763523,0
381,5.3,11.851087,0
382,5.3,11.018197,0
383,5.3,10.261692,0
384,5.3,9.42569,0
385,5.3,8.533605,0
386,5.3,7.679597,0
387,5.3,6.838732,0
388,5.3,6.05503,0
389,5.3,5.21175,0
390,2.606167,11.200118,0
391,1.976692,11.682485,0
392,1.227349,11.494313,0
393,0.900042,10.808711,0
394,1.221248,10.110764,0
395,1.981711,9.918535,0
396,2.60809,10.40378,0
397,2.344235,11.516805,0
398,1.573695,11.671083,0
399,0.9879,11.187935,0
400,0.980543,10.427858,0
401,1.575194,9.928529,0
402,2.351133,10.088486,0
403,2.606919,15.698601,0
404,1.979044,16.182011,0
405,1.215188,15.984101,0
406,0.900644,15.265954,0
407,1.255152,14.583662,0
408,1.999121,14.422304,0
409,2.608347,14.904305,0
410,2.346928,16.014752,0
411,1.57506,16.171437,0
412,0.974157,15.657747,0
413,1.003568,14.88084,0
414,1.608717,14.420562,0
415,2.352056,14.589202,0
416,7.116268,15.679086,0
417,6.530873,16.169884,0
418,5.760911,16.020682,0
419,5.400097,15.313242,0
420,5.73803,14.597014,0
421,6.508184,14.424409,0
422,7.11299,14.913933,0
423,6.880654,15.987635,0
424,6.136754,16.185071,0
425,5.497066,15.706568,0
426,5.485451,14.917233,0
427,6.106011,14.421155,0
428,6.868783,14.602515,0
429,11.607456,2.197511,0
430,10.985635,2.680647,0
431,10.234992,2.500547,0
432,9.90016,1.816993,0
433,10.216755,1.114562,0
434,10.984805,0.919178,0
435,11.610019,1.407738,0
436,11.348855,2.513273,0
437,10.585758,2.674128,0
438,9.991066,2.194494,0
439,9.976749,1.436328,0
440,10.572789,0.929153,0
441,11.358068,1.093912,0
442,16.111605,2.188971,0
443,15.516486,2.673575,0
444,14.769009,2.526669,0
445,14.401156,1.845605,0
446,14.709509,1.120794,0
447,15.473533,0.916888,0
448,16.105682,1.398906,0
449,15.863782,2.501534,0
450,15.129044,2.683614,0
451,14.510096,2.231337,0
452,14.470495,1.450827,0
453,15.069573,0.929998,0
454,15.842496,1.081879,0
455,11.610707,6.690838,0
456,10.990869,7.179528,0
457,10.218666,6.98706,0
458,9.901056,6.256416,0
459,10.278508,5.566484,0
460,11.030367,5.429982,0
461,11.614341,5.916792,0
462,11.360546,7.004122,0
463,10.581739,7.173134,0
464,9.975051,6.659803,0
465,10.013728,5.862078,0
466,10.64468,5.413504,0
467,11.37367,5.606528,0
468,13.665118,4.35,0
469,14.40969,4.35,0
470,15.173648,4.35,0
471,15.929076,4.35,0
472,14.030236,4.35,0
473,14.789144,4.35,0
474,15.558153,4.35,0
475,16.3,4.790502,0
476,16.3,13.203584,0
477,16.3,12.301644,0
478,16.3,11.42917,0
479,16.3,10.633057,0
480,16.3,9.841109,0
481,16.3,8.980348,0
482,16.3,8.08448,0
483,16.3,7.215423,0
484,16.3,6.40828,0
485,16.3,5.626651,0
486,16.3,5.231004,0
487,16.3,6.022299,0
488,16.3,6.79426,0
489,16.3,7.636586,0
490,16.3,8.532374,0
491,16.3,9.428322,0
492,16.3,10.253895,0
493,16.3,11.012219,0
494,16.3,11.846121,0
495,16.3,12.757168,0
496,15.931059,13.65,0
497,15.198181,13.65,0
498,14.448388,13.65,0
499,13.681266,13.65,0
500,15.562119,13.65,0
501,14.834244,13.65,0
502,14.062532,13.65,0
503,13.3,13.192212,0
504,13.3,4.815686,0
505,13.3,5.755415,0
506,13.3,6.694752,0
507,13.3,7.627486,0
508,13.3,8.563708,0
509,13.3,9.499872,0
510,13.3,10.420862,0
511,13.3,11.338966,0
512,13.3,12.268943,0
513,13.3,12.734423,0
514,13.3,11.803464,0
515,13.3,10.874469,0
516,13.3,9.967256,0
517,13.3,9.032489,0
518,13.3,8.094928,0
519,13.3,7.160044,0
520,13.3,6.229459,0
521,13.3,5.281372,0
522,20.61093,2.190374,0
523,19.990121,2.67969,0
524,19.22101,2.489036,0
525,18.900585,1.767565,0
526,19.271018,1.071867,0
527,20.032336,0.930506,0
528,20.616225,1.420821,0
529,20.361351,2.50348,0
530,19.579257,2.672509,0
531,18.978564,2.167753,0
532,19.007188,1.374032,0
533,19.639934,0.914348,0
534,20.380497,1.112233,0
535,20.611345,6.689511,0
536,20.014083,7.174167,0
537,19.268306,7.026155,0
538,18.901008,6.342594,0
539,19.217073,5.614292,0
540,19.985718,5.41937,0
541,20.608548,5.904715,0
542,20.362847,7.002284,0
543,19.625362,7.182894,0
544,19.011061,6.733099,0
545,18.973646,5.943434,0
546,19.581109,5.427024,0
547,20.352778,5.589763,0
548,11.607832,11.196747,0
549,10.976666,11.68249,0
550,10.212429,11.481733,0
551,9.900233,10.779508,0
552,10.236201,10.09848,0
553,10.986143,9.91946,0
554,11.607496,10.402571,0
555,11.350204,11.512233,0
556,10.566372,11.669148,0
557,9.974839,11.159318,0
558,9.992053,10.403488,0
559,10.586591,9.925668,0
560,11.349,10.086838,0
561,11.609287,15.69377,0
562,10.996342,16.178322,0
563,10.248816,16.011475,0
564,9.900718,15.335934,0
565,10.208542,14.621636,0
566,10.976889,14.417554,0
567,11.607668,14.902921,0
568,11.355433,16.008163,0
569,10.598976,16.177262,0
570,10.000794,15.713848,0
571,9.970322,14.951239,0
572,10.567528,14.430542,0
573,11.349618,14.587315,0
574,16.106865,15.698709,0
575,15.478184,16.182185,0
576,14.714134,15.983199,0
577,14.400687,15.26484,0
578,14.75619,14.582873,0
579,15.499991,14.422502,0
580,16.108379,14.90437,0
581,15.846736,16.014898,0
582,15.073596,16.171058,0
583,14.473656,15.656589,0
584,14.504018,14.879984,0
585,15.11032,14.420215,0
586,15.852171,14.589291,0
587,20.616284,11.179052,0
588,20.02873,11.67045,0
589,19.262418,11.521807,0
590,18.900246,10.821038,0
591,19.231896,10.101962,0
592,20.006887,9.924102,0
593,20.614223,10.416542,0
594,20.38071,11.487587,0
595,19.632323,11.684242,0
596,19.000836,11.213928,0
597,18.982363,10.423876,0
598,19.597782,9.923012,0
599,20.373244,10.106176,0
600,20.615864,15.679956,0
601,20.026527,16.171026,0
602,19.260977,16.020731,0
603,18.900245,15.320995,0
604,19.230625,14.602997,0
605,20.005138,14.423691,0
606,20.613954,14.91597,0
607,20.379186,15.988871,0
608,19.629807,16.183761,0
609,19.00036,15.713008,0
610,18.981967,14.924738,0
611,19.595513,14.423538,0
612,20.372269,14.605372,0
613,2.606274,20.199903,0
614,1.984612,20.680862,0
615,1.240165,20.504688,0
616,0.900219,19.819836,0
617,1.221461,19.110585,0
618,1.986736,18.919586,0
619,2.609133,19.405915,0
620,2.344618,20.516514,0
621,1.588911,20.674895,0
622,0.995503,20.203466,0
623,0.978505,19.432379,0
624,1.580539,18.927167,0
625,2.354882,19.091406,0
626,2.607825,24.696759,0
627,1.978775,25.182066,0
628,1.209166,24.978907,0
629,0.901436,24.249188,0
630,1.279366,23.565875,0
631,2.03327,23.430756,0
632,2.615379,23.919004,0
633,2.350182,25.01225,0
634,1.570557,25.170262,0
635,0.969749,24.647396,0
636,1.014206,23.86122,0
637,1.645785,23.413311,0
638,2.377427,23.609654,0
639,7.116397,20.178808,0
640,6.532505,20.669449,0
641,5.764274,20.523186,0
642,5.400145,19.816147,0
643,5.739945,19.095487,0
644,6.51256,18.925461,0
645,7.113827,19.415701,0
646,6.881121,20.48724,0
647,6.139475,20.685569,0
648,5.499621,20.211574,0
649,5.48537,19.417406,0
650,6.110984,18.920072,0
651,6.871809,19.104993,0
652,2.607921,29.196565,0
653,1.978227,29.682176,0
654,1.207772,29.477692,0
655,0.901567,28.746912,0
656,1.281985,28.064024,0
657,2.035712,27.931415,0
658,2.615602,28.419483,0
659,2.350525,29.511985,0
660,1.569057,29.669865,0
661,0.968923,29.145414,0
662,1.015385,28.359115,0
663,1.649729,27.912634,0
664,2.378238,28.110333,0
665,2.607613,33.697192,0
666,1.976007,34.182622,0
667,1.204733,33.975023,0
668,0.901827,33.242679,0
669,1.28298,32.563325,0
670,2.034653,32.431128,0
671,2.615369,32.918984,0
672,2.349419,34.012838,0
673,1.566032,34.169056,0
674,0.967033,33.64083,0
675,1.017117,32.856047,0
676,1.648652,32.412817,0
677,2.377394,32.609626,0
678,5.669451,21.45,0
679,6.405867,21.45,0
680,7.157121,21.45,0
681,7.920705,21.45,0
682,6.038903,21.45,0
683,6.772831,21.45,0
684,7.54141,21.45,0
685,8.3,21.907813,0
686,8.3,30.285263,0
687,8.3,29.353321,0
688,8.3,28.415691,0
689,8.3,27.475921,0
690,8.3,26.537376,0
691,8.3,25.600762,0
692,8.3,24.679822,0
693,8.3,23.761636,0
694,8.3,22.831301,0
695,8.3,22.365626,0
696,8.3,23.296976,0
697,8.3,24.226296,0
698,8.3,25.133348,0
699,8.3,26.068176,0
700,8.3,27.006575,0
701,8.3,27.945267,0
702,8.3,28.886114,0
703,8.3,29.820527,0
704,7.935599,30.75,0
705,7.191106,30.75,0
706,6.425715,30.75,0
707,5.670208,30.75,0
708,7.571198,30.75,0
709,6.811015,30.75,0
710,6.040415,30.75,0
711,5.3,30.308817,0
712,5.3,21.897144,0
713,5.3,22.80048,0
714,5.3,23.673243,0
715,5.3,24.467711,0
716,5.3,25.258853,0
717,5.3,26.120139,0
718,5.3,27.016145,0
719,5.3,27.885613,0
720,5.3,28.691689,0
721,5.3,29.471949,0
722,5.3,29.867634,0
723,5.3,29.076263,0
724,5.3,28.307115,0
725,5.3,27.464111,0
726,5.3,26.568178,0
727,5.3,25.672099,0
728,5.3,24.845608,0
729,5.3,24.089814,0
730,5.3,23.256672,0
731,5.3,22.344287,0
732,7.116497,33.678594,0
733,6.531981,34.169589,0
734,5.761046,34.020783,0
735,5.400081,33.312108,0
736,5.738766,32.596426,0
737,6.509102,32.424628,0
738,7.113291,32.914567,0
739,6.881482,33.986934,0
740,6.137941,34.185289,0
741,5.496674,33.705793,0
742,5.486047,32.915967,0
743,6.106484,32.421051,0
744,6.86987,32.603402,0
745,11.606108,20.200237,0
746,10.975515,20.68272,0
747,10.22536,20.492668,0
748,9.900011,19.804472,0
749,10.22657,19.10633,0
750,10.989849,18.920251,0
751,11.609893,19.407479,0
752,11.344022,20.516966,0
753,10.571629,20.670544,0
754,9.9866,20.185202,0
755,9.982812,19.422901,0
756,10.583341,18.926468,0
757,11.357616,19.093555,0
758,16.10698,20.198476,0
759,15.484297,20.680928,0
760,14.734558,20.500196,0
761,14.40018,19.81799,0
762,14.713235,19.117572,0
763,15.477016,18.91758,0
764,16.10801,19.403617,0
765,15.847149,20.514583,0
766,15.085193,20.67399,0
767,14.490832,20.194015,0
768,14.47573,19.438642,0
769,15.066279,18.930877,0
770,15.850846,19.088264,0
771,11.606107,24.700238,0
772,10.975366,25.18275,0
773,10.224985,24.992357,0
774,9.90001,24.304225,0
775,10.2264,23.60647,0
776,10.990184,23.420324,0
777,11.6101,23.907905,0
778,11.34402,25.016967,0
779,10.571337,25.170467,0
780,9.986312,24.684593,0
781,9.982737,23.923064,0
782,10.583087,23.426531,0
783,11.358359,23.594142,0
784,20.606426,20.199597,0
785,19.978694,20.682082,0
786,19.224448,20.49191,0
787,18.9,19.800762,0
788,19.220592,19.111316,0
789,19.97667,18.917511,0
790,20.6074,19.402376,0
791,20.34516,20.516101,0
792,19.576522,20.671813,0
793,18.983449,20.178476,0
794,18.982809,19.422908,0
795,19.568269,18.930345,0
796,20.348657,19.086575,0
797,20.606717,24.699009,0
798,19.980423,25.18173,0
799,19.226335,24.993475,0
800,18.900004,24.302763,0
801,19.220329,23.611537,0
802,19.97636,23.417448,0
803,20.607121,23.90181,0
804,20.346204,25.015305,0
805,19.578671,25.172361,0
806,18.984582,24.680911,0
807,18.982258,23.924104,0
808,19.568878,23.430182,0
809,20.347654,23.585805,0
810,11.606139,29.200175,0
811,10.976604,29.682503,0
812,10.227473,29.494416,0
813,9.900033,28.8077,0
814,10.224462,28.108078,0
815,10.988824,27.920031,0
816,11.609964,28.407625,0
817,11.344133,29.516882,0
818,10.573645,29.67107,0
819,9.988061,29.188272,0
820,9.981536,28.425677,0
821,10.580992,27.927054,0
822,11.357872,28.093757,0
823,13.674384,21.45,0
824,14.426962,21.45,0
825,15.175633,21.45,0
826,15.923055,21.45,0
827,14.048767,21.45,0
828,14.805157,21.45,0
829,15.546109,21.45,0
830,16.3,21.89144,0
831,16.3,30.321123,0
832,16.3,29.472931,0
833,16.3,28.661681,0
834,16.3,27.850325,0
835,16.3,27.00452,0
836,16.3,26.131467,0
837,16.3,25.260471,0
838,16.3,24.455123,0
839,16.3,23.657983,0
840,16.3,22.787373,0
841,16.3,22.332881,0
842,16.3,23.241865,0
843,16.3,24.074101,0
844,16.3,24.836145,0
845,16.3,25.684797,0
846,16.3,26.578136,0
847,16.3,27.430905,0
848,16.3,28.269745,0
849,16.3,29.053616,0
850,16.3,29.892245,0
851,15.932426,30.75,0
852,15.187657,30.75,0
853,14.429066,30.75,0
854,13.673835,30.75,0
855,15.564852,30.75,0
856,14.810462,30.75,0
857,14.04767,30.75,0
858,13.3,30.279897,0
859,13.3,21.917479,0
860,13.3,22.854012,0
861,13.3,23.786043,0
862,13.3,24.699114,0
863,13.3,25.607137,0
864,13.3,26.535146,0
865,13.3,27.475378,0
866,13.3,28.411781,0
867,13.3,29.343914,0
868,13.3,29.809794,0
869,13.3,28.878034,0
870,13.3,27.945528,0
871,13.3,27.005228,0
872,13.3,26.065064,0
873,13.3,25.149209,0
874,13.3,24.249018,0
875,13.3,23.323067,0
876,13.3,22.384958,0
877,11.61594,33.679792,0
878,11.029388,34.170276,0
879,10.259281,34.01946,0
880,9.900061,33.310447,0
881,10.239943,32.595488,0
882,11.010029,32.42485,0
883,11.613403,32.914805,0
884,11.379462,33.988639,0
885,10.635265,34.184795,0
886,9.995913,33.704282,0
887,9.986744,32.914493,0
888,10.607832,32.420755,0
889,11.370277,32.603736,0
890,16.108403,33.695582,0
891,15.485751,34.180623,0
892,14.717024,33.985667,0
893,14.401086,33.255792,0
894,14.771379,32.571604,0
895,15.519263,32.427118,0
896,16.112519,32.912943,0
897,15.852256,34.010643,0
898,15.081816,34.173153,0
899,14.473307,33.655779,0
900,14.512206,32.864821,0
901,15.130499,32.416106,0
902,15.867082,32.601131,0
903,20.606395,29.199658,0
904,19.978725,29.682076,0
905,19.225439,29.492734,0
906,18.900008,28.80368,0
907,19.218552,28.113037,0
908,19.975141,27.917206,0
909,20.607127,28.401822,0
910,20.345052,29.516183,0
911,19.576715,29.671862,0
912,18.984452,29.180634,0
913,18.981367,28.426048,0
914,19.566451,27.930831,0
915,20.347676,28.085821,0
916,20.611704,33.688764,0
917,20.015637,34.173785,0
918,19.269926,34.027339,0
919,18.901181,33.34609,0
920,19.213955,32.616955,0
921,19.985241,32.41927,0
922,20.60914,32.905928,0
923,20.364139,34.001247,0
924,19.626876,34.183192,0
925,19.012253,33.735263,0
926,18.971862,32.947597,0
927,19.57755,32.427924,0
928,20.354904,32.591423,0
1033,2.305794,1.585088,0
1034,2.135929,1.390837,0
1035,1.906756,1.268157,0
1036,1.723741,1.621443,0
1037,1.611977,1.764686,0
1038,1.868077,1.730081,0
1039,1.753059,1.877983,0
1040,2.008081,1.843075,0
1041,1.897634,1.985591,0
1042,1.447137,1.360731,0
1043,1.291479,1.559335,0
1044,1.31214,2.02865,0
1045,1.488633,2.222567,0
1046,1.721861,2.340203,0
1047,2.172774,2.239229,0
1048,2.322749,2.044403,0
1049,2.124588,1.705564,0
1050,1.98795,1.577295,0
1051,1.830356,1.47435,0
1052,1.476052,1.654886,0
1053,1.584321,1.516487,0
1054,1.662334,1.246428,0
1055,1.494883,1.904225,0
1056,1.634124,2.032247,0
1057,1.793279,2.133219,0
1058,1.23198,1.795658,0
1059,2.38162,1.814241,0
1060,2.036403,2.088278,0
1061,2.142237,1.951318,0
1062,1.964155,2.355536,0
1063,1.403085,1.784575,0
1064,1.931019,2.190349,0
1065,2.21418,1.823953,0
1066,1.692443,1.414616,0
1067,2.29359,6.084059,0
1068,2.11865,5.889387,0
1069,1.885961,5.770705,0
1070,1.708474,6.129314,0
1071,1.599031,6.274008,0
1072,1.853863,6.236047,0
1073,1.740285,6.385109,0
1074,1.994838,6.348205,0
1075,1.884671,6.491666,0
1076,1.427801,5.874507,0
1077,1.277326,6.07672,0
1078,1.30692,6.539873,0
1079,1.480553,6.727854,0
1080,1.708305,6.843393,0
1081,2.158535,6.747653,0
1082,2.312109,6.551351,0
1083,2.111145,6.208545,0
1084,1.972405,6.080852,0
1085,1.813021,5.979978,0
1086,1.462319,6.167235,0
1087,1.56768,6.026914,0
1088,1.640489,5.754704,0
1089,1.484838,6.414131,0
1090,1.623183,6.539284,0
1091,1.78063,6.638806,0
1092,1.223813,6.311965,0
1093,2.372254,6.316964,0
1094,2.023248,6.594655,0
1095,2.129965,6.456751,0
1096,1.948392,6.861314,0
1097,1.392374,6.297323,0
1098,1.917299,6.696254,0
1099,2.20232,6.327651,0
1100,1.673906,5.922687,0
1101,2.289908,10.583544,0
1102,2.116652,10.387142,0
1103,1.884857,10.266231,0
1104,1.703139,10.620238,0
1105,1.591115,10.761909,0
1106,1.84645,10.729315,0
1107,1.729705,10.875872,0
1108,1.985823,10.844153,0
1109,1.872182,10.985785,0
1110,1.429127,10.363339,0
1111,1.277006,10.559215,0
1112,1.292756,11.017615,0
1113,1.459822,11.210956,0
1114,1.684785,11.334409,0
1115,2.143319,11.249968,0
1116,2.302631,11.05414,0
1117,2.104937,10.706006,0
1118,1.967632,10.576267,0
1119,1.809689,10.473379,0
1120,1.457685,10.652838,0
1121,1.565035,10.516093,0
1122,1.640487,10.247809,0
1123,1.473755,10.898386,0
1124,1.608582,11.02697,0
1125,1.763927,11.130877,0
1126,1.217822,10.7896,0
1127,2.366402,10.818145,0
1128,2.00953,11.092403,0
1129,2.119925,10.955711,0
1130,1.92727,11.359867,0
1131,1.385023,10.779929,0
1132,1.90017,11.192224,0
1133,2.19494,10.826955,0
1134,1.672059,10.414532,0
1135,2.295886,15.080248,0
1136,2.126025,14.883013,0
1137,1.900214,14.759864,0
1138,1.71338,15.106715,0
1139,1.598409,15.245692,0
1140,1.853921,15.218842,0
1141,1.734717,15.363383,0
1142,1.991161,15.336136,0
1143,1.875754,15.476431,0
1144,1.448806,14.842854,0
1145,1.290925,15.031977,0
1146,1.291107,15.49546,0
1147,1.45656,15.69684,0
1148,1.683501,15.826309,0
1149,2.145284,15.744731,0
1150,2.305424,15.549689,0
1151,2.111435,15.199992,0
1152,1.97681,15.068483,0
1153,1.822203,14.963028,0
1154,1.46801,15.132536,0
1155,1.57866,14.999191,0
1156,1.660821,14.735597,0
1157,1.477226,15.379924,0
1158,1.610219,15.513139,0
